ROI Label,ROI Name,R,A,S,Hemisphere,Network,Region,Member,Color
323,17Networks_RH_LimbicA_TempPole_5,28,12,-30,RH,LimbicA,TempPole,5,cyan
321,17Networks_RH_LimbicA_TempPole_3,36,18,-38,RH,LimbicA,TempPole,3,cyan
324,17Networks_RH_LimbicA_TempPole_6,50,-28,-26,RH,LimbicA,TempPole,6,cyan
109,17Networks_LH_LimbicB_OFC_1,-12,24,-20,LH,LimbicB,OFC,1,cyan
111,17Networks_LH_LimbicB_OFC_3,-10,48,-22,LH,LimbicB,OFC,3,cyan
112,17Networks_LH_LimbicB_OFC_4,-4,24,-20,LH,LimbicB,OFC,4,cyan
113,17Networks_LH_LimbicB_OFC_5,-16,64,-8,LH,LimbicB,OFC,5,cyan
110,17Networks_LH_LimbicB_OFC_2,-24,22,-20,LH,LimbicB,OFC,2,cyan
318,17Networks_RH_LimbicB_OFC_6,10,62,-14,RH,LimbicB,OFC,6,cyan
313,17Networks_RH_LimbicB_OFC_1,14,24,-20,RH,LimbicB,OFC,1,cyan
314,17Networks_RH_LimbicB_OFC_2,22,22,-20,RH,LimbicB,OFC,2,cyan
315,17Networks_RH_LimbicB_OFC_3,8,46,-24,RH,LimbicB,OFC,3,cyan
316,17Networks_RH_LimbicB_OFC_4,20,42,-18,RH,LimbicB,OFC,4,cyan
317,17Networks_RH_LimbicB_OFC_5,4,22,-20,RH,LimbicB,OFC,5,cyan
87,17Networks_LH_SalVentAttnA_ParOper_2,-58,-44,28,LH,SalVentAttnA,ParOper,2,black
287,17Networks_RH_SalVentAttnA_ParOper_3,62,-26,38,RH,SalVentAttnA,ParOper,3,black
286,17Networks_RH_SalVentAttnA_ParOper_2,60,-22,22,RH,SalVentAttnA,ParOper,2,black
285,17Networks_RH_SalVentAttnA_ParOper_1,58,-32,24,RH,SalVentAttnA,ParOper,1,black
100,17Networks_LH_SalVentAttnA_FrMed_3,-8,-2,70,LH,SalVentAttnA,FrMed,3,black
99,17Networks_LH_SalVentAttnA_FrMed_2,-6,10,48,LH,SalVentAttnA,FrMed,2,black
98,17Networks_LH_SalVentAttnA_FrMed_1,-6,0,40,LH,SalVentAttnA,FrMed,1,black
97,17Networks_LH_SalVentAttnA_ParMed_3,-6,-48,56,LH,SalVentAttnA,ParMed,3,black
96,17Networks_LH_SalVentAttnA_ParMed_2,-12,-42,48,LH,SalVentAttnA,ParMed,2,black
93,17Networks_LH_SalVentAttnA_FrOper_1,-50,2,4,LH,SalVentAttnA,FrOper,1,black
94,17Networks_LH_SalVentAttnA_FrOper_2,-52,8,14,LH,SalVentAttnA,FrOper,2,black
86,17Networks_LH_SalVentAttnA_ParOper_1,-54,-32,22,LH,SalVentAttnA,ParOper,1,black
92,17Networks_LH_SalVentAttnA_Ins_4,-36,4,10,LH,SalVentAttnA,Ins,4,black
91,17Networks_LH_SalVentAttnA_Ins_3,-32,18,8,LH,SalVentAttnA,Ins,3,black
288,17Networks_RH_SalVentAttnA_PrC_1,52,4,40,RH,SalVentAttnA,PrC,1,black
90,17Networks_LH_SalVentAttnA_Ins_2,-40,-14,-2,LH,SalVentAttnA,Ins,2,black
89,17Networks_LH_SalVentAttnA_Ins_1,-38,2,-4,LH,SalVentAttnA,Ins,1,black
88,17Networks_LH_SalVentAttnA_ParOper_3,-62,-36,34,LH,SalVentAttnA,ParOper,3,black
95,17Networks_LH_SalVentAttnA_ParMed_1,-12,-28,42,LH,SalVentAttnA,ParMed,1,black
289,17Networks_RH_SalVentAttnA_Ins_1,40,6,-16,RH,SalVentAttnA,Ins,1,black
292,17Networks_RH_SalVentAttnA_Ins_4,40,-2,6,RH,SalVentAttnA,Ins,4,black
291,17Networks_RH_SalVentAttnA_Ins_3,40,-10,-4,RH,SalVentAttnA,Ins,3,black
290,17Networks_RH_SalVentAttnA_Ins_2,40,8,-2,RH,SalVentAttnA,Ins,2,black
301,17Networks_RH_SalVentAttnA_ParMed_4,10,-32,50,RH,SalVentAttnA,ParMed,4,black
300,17Networks_RH_SalVentAttnA_ParMed_3,10,-44,54,RH,SalVentAttnA,ParMed,3,black
299,17Networks_RH_SalVentAttnA_FrMed_2,6,10,58,RH,SalVentAttnA,FrMed,2,black
302,17Networks_RH_SalVentAttnA_FrMed_3,6,-2,66,RH,SalVentAttnA,FrMed,3,black
297,17Networks_RH_SalVentAttnA_ParMed_1,12,-18,42,RH,SalVentAttnA,ParMed,1,black
298,17Networks_RH_SalVentAttnA_ParMed_2,12,-34,42,RH,SalVentAttnA,ParMed,2,black
295,17Networks_RH_SalVentAttnA_FrOper_3,54,12,12,RH,SalVentAttnA,FrOper,3,black
294,17Networks_RH_SalVentAttnA_FrOper_2,48,4,4,RH,SalVentAttnA,FrOper,2,black
293,17Networks_RH_SalVentAttnA_FrOper_1,38,8,10,RH,SalVentAttnA,FrOper,1,black
296,17Networks_RH_SalVentAttnA_FrMed_1,8,2,42,RH,SalVentAttnA,FrMed,1,black
303,17Networks_RH_SalVentAttnA_FrMed_4,16,6,70,RH,SalVentAttnA,FrMed,4,black
310,17Networks_RH_SalVentAttnB_Ins_2,36,22,4,RH,SalVentAttnB,Ins,2,black
311,17Networks_RH_SalVentAttnB_PFCmp_1,8,34,24,RH,SalVentAttnB,PFCmp,1,black
312,17Networks_RH_SalVentAttnB_PFCmp_2,8,18,36,RH,SalVentAttnB,PFCmp,2,black
309,17Networks_RH_SalVentAttnB_Ins_1,34,22,-8,RH,SalVentAttnB,Ins,1,black
308,17Networks_RH_SalVentAttnB_PFCl_3,32,44,28,RH,SalVentAttnB,PFCl,3,black
307,17Networks_RH_SalVentAttnB_PFCl_2,26,54,24,RH,SalVentAttnB,PFCl,2,black
306,17Networks_RH_SalVentAttnB_PFCl_1,42,46,14,RH,SalVentAttnB,PFCl,1,black
105,17Networks_LH_SalVentAttnB_Ins_2,-32,24,0,LH,SalVentAttnB,Ins,2,black
108,17Networks_LH_SalVentAttnB_PFCmp_1,-6,22,32,LH,SalVentAttnB,PFCmp,1,black
107,17Networks_LH_SalVentAttnB_OFC_1,-26,50,-14,LH,SalVentAttnB,OFC,1,black
104,17Networks_LH_SalVentAttnB_Ins_1,-34,16,-8,LH,SalVentAttnB,Ins,1,black
106,17Networks_LH_SalVentAttnB_Ins_3,-44,12,2,LH,SalVentAttnB,Ins,3,black
101,17Networks_LH_SalVentAttnB_PFCl_1,-38,50,10,LH,SalVentAttnB,PFCl,1,black
102,17Networks_LH_SalVentAttnB_PFCl_2,-28,44,30,LH,SalVentAttnB,PFCl,2,black
103,17Networks_LH_SalVentAttnB_PFCl_3,-36,32,38,LH,SalVentAttnB,PFCl,3,black
304,17Networks_RH_SalVentAttnB_IPL_1,62,-38,36,RH,SalVentAttnB,IPL,1,black
305,17Networks_RH_SalVentAttnB_PFClv_1,50,40,6,RH,SalVentAttnB,PFClv,1,black
232,17Networks_RH_SomMotA_9,30,-40,64,RH,SomMotA,SomMotA,9,orange
30,17Networks_LH_SomMotA_6,-8,-38,54,LH,SomMotA,SomMotA,6,orange
228,17Networks_RH_SomMotA_5,6,-10,52,RH,SomMotA,SomMotA,5,orange
227,17Networks_RH_SomMotA_4,50,-26,56,RH,SomMotA,SomMotA,4,orange
226,17Networks_RH_SomMotA_3,44,-10,48,RH,SomMotA,SomMotA,3,orange
225,17Networks_RH_SomMotA_2,52,-12,50,RH,SomMotA,SomMotA,2,orange
224,17Networks_RH_SomMotA_1,54,-16,40,RH,SomMotA,SomMotA,1,orange
25,17Networks_LH_SomMotA_1,-8,-16,48,LH,SomMotA,SomMotA,1,orange
26,17Networks_LH_SomMotA_2,-40,-14,48,LH,SomMotA,SomMotA,2,orange
27,17Networks_LH_SomMotA_3,-48,-18,54,LH,SomMotA,SomMotA,3,orange
28,17Networks_LH_SomMotA_4,-48,-30,58,LH,SomMotA,SomMotA,4,orange
29,17Networks_LH_SomMotA_5,-38,-24,52,LH,SomMotA,SomMotA,5,orange
229,17Networks_RH_SomMotA_6,44,-22,54,RH,SomMotA,SomMotA,6,orange
31,17Networks_LH_SomMotA_7,-4,-24,56,LH,SomMotA,SomMotA,7,orange
33,17Networks_LH_SomMotA_9,-36,-20,64,LH,SomMotA,SomMotA,9,orange
34,17Networks_LH_SomMotA_10,-32,-30,62,LH,SomMotA,SomMotA,10,orange
35,17Networks_LH_SomMotA_11,-30,-38,66,LH,SomMotA,SomMotA,11,orange
36,17Networks_LH_SomMotA_12,-24,-10,64,LH,SomMotA,SomMotA,12,orange
37,17Networks_LH_SomMotA_13,-20,-24,66,LH,SomMotA,SomMotA,13,orange
38,17Networks_LH_SomMotA_14,-8,-42,70,LH,SomMotA,SomMotA,14,orange
39,17Networks_LH_SomMotA_15,-4,-26,68,LH,SomMotA,SomMotA,15,orange
40,17Networks_LH_SomMotA_16,-14,-12,72,LH,SomMotA,SomMotA,16,orange
41,17Networks_LH_SomMotA_17,-18,-32,68,LH,SomMotA,SomMotA,17,orange
42,17Networks_LH_SomMotA_18,-18,-40,72,LH,SomMotA,SomMotA,18,orange
32,17Networks_LH_SomMotA_8,-4,-8,60,LH,SomMotA,SomMotA,8,orange
43,17Networks_LH_SomMotA_19,-12,-26,74,LH,SomMotA,SomMotA,19,orange
230,17Networks_RH_SomMotA_7,38,-20,64,RH,SomMotA,SomMotA,7,orange
233,17Networks_RH_SomMotA_10,34,-28,62,RH,SomMotA,SomMotA,10,orange
231,17Networks_RH_SomMotA_8,32,-34,64,RH,SomMotA,SomMotA,8,orange
243,17Networks_RH_SomMotA_20,12,-32,76,RH,SomMotA,SomMotA,20,orange
242,17Networks_RH_SomMotA_19,16,-18,74,RH,SomMotA,SomMotA,19,orange
240,17Networks_RH_SomMotA_17,16,-6,70,RH,SomMotA,SomMotA,17,orange
239,17Networks_RH_SomMotA_16,22,-34,70,RH,SomMotA,SomMotA,16,orange
241,17Networks_RH_SomMotA_18,6,-22,72,RH,SomMotA,SomMotA,18,orange
237,17Networks_RH_SomMotA_14,22,-24,66,RH,SomMotA,SomMotA,14,orange
236,17Networks_RH_SomMotA_13,10,-40,68,RH,SomMotA,SomMotA,13,orange
235,17Networks_RH_SomMotA_12,28,-10,64,RH,SomMotA,SomMotA,12,orange
234,17Networks_RH_SomMotA_11,4,-24,58,RH,SomMotA,SomMotA,11,orange
238,17Networks_RH_SomMotA_15,22,-28,68,RH,SomMotA,SomMotA,15,orange
55,17Networks_LH_SomMotB_Cent_1,-60,-2,24,LH,SomMotB,Cent,1,orange
59,17Networks_LH_SomMotB_Cent_5,-48,-16,40,LH,SomMotB,Cent,5,orange
58,17Networks_LH_SomMotB_Cent_4,-52,-6,44,LH,SomMotB,Cent,4,orange
57,17Networks_LH_SomMotB_Cent_3,-54,-8,30,LH,SomMotB,Cent,3,orange
56,17Networks_LH_SomMotB_Cent_2,-62,-10,32,LH,SomMotB,Cent,2,orange
54,17Networks_LH_SomMotB_S2_6,-62,-18,20,LH,SomMotB,S2,6,orange
48,17Networks_LH_SomMotB_S2_2,-36,-26,18,LH,SomMotB,S2,2,orange
52,17Networks_LH_SomMotB_S2_4,-60,-2,10,LH,SomMotB,S2,4,orange
51,17Networks_LH_SomMotB_S2_3,-48,-12,14,LH,SomMotB,S2,3,orange
50,17Networks_LH_SomMotB_Aud_4,-40,-36,14,LH,SomMotB,Aud,4,orange
49,17Networks_LH_SomMotB_Aud_3,-58,-36,16,LH,SomMotB,Aud,3,orange
46,17Networks_LH_SomMotB_Ins_1,-36,-24,10,LH,SomMotB,Ins,1,orange
47,17Networks_LH_SomMotB_S2_1,-38,-8,12,LH,SomMotB,S2,1,orange
53,17Networks_LH_SomMotB_S2_5,-48,-24,18,LH,SomMotB,S2,5,orange
45,17Networks_LH_SomMotB_Aud_2,-56,-22,8,LH,SomMotB,Aud,2,orange
257,17Networks_RH_SomMotB_Cent_2,60,-6,26,RH,SomMotB,Cent,2,orange
258,17Networks_RH_SomMotB_Cent_3,52,-6,38,RH,SomMotB,Cent,3,orange
256,17Networks_RH_SomMotB_Cent_1,60,6,30,RH,SomMotB,Cent,1,orange
255,17Networks_RH_SomMotB_S2_8,62,-12,16,RH,SomMotB,S2,8,orange
44,17Networks_LH_SomMotB_Aud_1,-50,-10,0,LH,SomMotB,Aud,1,orange
253,17Networks_RH_SomMotB_S2_6,60,0,10,RH,SomMotB,S2,6,orange
252,17Networks_RH_SomMotB_S2_5,50,-10,14,RH,SomMotB,S2,5,orange
251,17Networks_RH_SomMotB_S2_4,42,-30,18,RH,SomMotB,S2,4,orange
254,17Networks_RH_SomMotB_S2_7,48,-22,18,RH,SomMotB,S2,7,orange
249,17Networks_RH_SomMotB_Aud_3,60,-24,10,RH,SomMotB,Aud,3,orange
248,17Networks_RH_SomMotB_S2_2,34,-22,14,RH,SomMotB,S2,2,orange
247,17Networks_RH_SomMotB_S2_1,38,-8,14,RH,SomMotB,S2,1,orange
246,17Networks_RH_SomMotB_Ins_1,40,-20,4,RH,SomMotB,Ins,1,orange
245,17Networks_RH_SomMotB_Aud_2,54,-14,6,RH,SomMotB,Aud,2,orange
244,17Networks_RH_SomMotB_Aud_1,52,4,-6,RH,SomMotB,Aud,1,orange
250,17Networks_RH_SomMotB_S2_3,42,-14,18,RH,SomMotB,S2,3,orange
391,17Networks_RH_TempPar_1,48,16,-20,RH,TempPar,TempPar,1,purple
392,17Networks_RH_TempPar_2,54,-4,-14,RH,TempPar,TempPar,2,purple
393,17Networks_RH_TempPar_3,48,-20,-8,RH,TempPar,TempPar,3,purple
394,17Networks_RH_TempPar_4,62,-18,0,RH,TempPar,TempPar,4,purple
395,17Networks_RH_TempPar_5,50,-34,2,RH,TempPar,TempPar,5,purple
396,17Networks_RH_TempPar_6,60,-46,6,RH,TempPar,TempPar,6,purple
397,17Networks_RH_TempPar_7,52,-40,12,RH,TempPar,TempPar,7,purple
398,17Networks_RH_TempPar_8,64,-34,10,RH,TempPar,TempPar,8,purple
200,17Networks_LH_TempPar_6,-58,-48,16,LH,TempPar,TempPar,6,purple
400,17Networks_RH_TempPar_10,62,-40,22,RH,TempPar,TempPar,10,purple
196,17Networks_LH_TempPar_2,-60,-12,-2,LH,TempPar,TempPar,2,purple
399,17Networks_RH_TempPar_9,54,-46,20,RH,TempPar,TempPar,9,purple
199,17Networks_LH_TempPar_5,-58,-54,10,LH,TempPar,TempPar,5,purple
198,17Networks_LH_TempPar_4,-52,-44,4,LH,TempPar,TempPar,4,purple
197,17Networks_LH_TempPar_3,-62,-32,6,LH,TempPar,TempPar,3,purple
195,17Networks_LH_TempPar_1,-52,6,-12,LH,TempPar,TempPar,1,purple
12,17Networks_LH_VisCent_ExStr_11,-26,-84,22,LH,VisCent,ExStr,11,blue
11,17Networks_LH_VisCent_ExStr_10,-10,-96,18,LH,VisCent,ExStr,10,blue
201,17Networks_RH_VisCent_ExStr_1,36,-54,-18,RH,VisCent,ExStr,1,blue
10,17Networks_LH_VisCent_ExStr_9,-40,-84,14,LH,VisCent,ExStr,9,blue
8,17Networks_LH_VisCent_ExStr_7,-46,-74,6,LH,VisCent,ExStr,7,blue
7,17Networks_LH_VisCent_Striate_1,-8,-98,-8,LH,VisCent,Striate,1,blue
6,17Networks_LH_VisCent_ExStr_6,-42,-86,-4,LH,VisCent,ExStr,6,blue
5,17Networks_LH_VisCent_ExStr_5,-24,-96,-12,LH,VisCent,ExStr,5,blue
4,17Networks_LH_VisCent_ExStr_4,-16,-86,-16,LH,VisCent,ExStr,4,blue
3,17Networks_LH_VisCent_ExStr_3,-36,-82,-16,LH,VisCent,ExStr,3,blue
2,17Networks_LH_VisCent_ExStr_2,-24,-72,-10,LH,VisCent,ExStr,2,blue
9,17Networks_LH_VisCent_ExStr_8,-24,-96,6,LH,VisCent,ExStr,8,blue
202,17Networks_RH_VisCent_ExStr_2,38,-74,-16,RH,VisCent,ExStr,2,blue
1,17Networks_LH_VisCent_ExStr_1,-36,-62,-16,LH,VisCent,ExStr,1,blue
204,17Networks_RH_VisCent_ExStr_4,20,-88,-12,RH,VisCent,ExStr,4,blue
203,17Networks_RH_VisCent_ExStr_3,24,-74,-10,RH,VisCent,ExStr,3,blue
212,17Networks_RH_VisCent_ExStr_11,28,-88,20,RH,VisCent,ExStr,11,blue
210,17Networks_RH_VisCent_ExStr_9,44,-78,10,RH,VisCent,ExStr,9,blue
209,17Networks_RH_VisCent_ExStr_8,24,-98,8,RH,VisCent,ExStr,8,blue
211,17Networks_RH_VisCent_ExStr_10,12,-94,18,RH,VisCent,ExStr,10,blue
207,17Networks_RH_VisCent_Striate_1,8,-92,-2,RH,VisCent,Striate,1,blue
206,17Networks_RH_VisCent_ExStr_6,26,-96,-10,RH,VisCent,ExStr,6,blue
205,17Networks_RH_VisCent_ExStr_5,42,-84,-12,RH,VisCent,ExStr,5,blue
208,17Networks_RH_VisCent_ExStr_7,36,-88,2,RH,VisCent,ExStr,7,blue
221,17Networks_RH_VisPeri_ExStrSup_2,4,-80,24,RH,VisPeri,ExStrSup,2,blue
220,17Networks_RH_VisPeri_ExStrSup_1,16,-66,18,RH,VisPeri,ExStrSup,1,blue
218,17Networks_RH_VisPeri_StriCal_1,10,-74,8,RH,VisPeri,StriCal,1,blue
217,17Networks_RH_VisPeri_ExStrInf_5,18,-44,-2,RH,VisPeri,ExStrInf,5,blue
216,17Networks_RH_VisPeri_ExStrInf_4,14,-58,-4,RH,VisPeri,ExStrInf,4,blue
215,17Networks_RH_VisPeri_ExStrInf_3,10,-72,-6,RH,VisPeri,ExStrInf,3,blue
214,17Networks_RH_VisPeri_ExStrInf_2,18,-36,-12,RH,VisPeri,ExStrInf,2,blue
213,17Networks_RH_VisPeri_ExStrInf_1,26,-52,-8,RH,VisPeri,ExStrInf,1,blue
219,17Networks_RH_VisPeri_StriCal_2,22,-60,6,RH,VisPeri,StriCal,2,blue
16,17Networks_LH_VisPeri_ExStrInf_4,-14,-44,-6,LH,VisPeri,ExStrInf,4,blue
14,17Networks_LH_VisPeri_ExStrInf_2,-12,-62,-4,LH,VisPeri,ExStrInf,2,blue
15,17Networks_LH_VisPeri_ExStrInf_3,-6,-76,-6,LH,VisPeri,ExStrInf,3,blue
17,17Networks_LH_VisPeri_ExStrInf_5,-14,-56,2,LH,VisPeri,ExStrInf,5,blue
18,17Networks_LH_VisPeri_StriCal_1,-4,-88,2,LH,VisPeri,StriCal,1,blue
19,17Networks_LH_VisPeri_StriCal_2,-8,-74,10,LH,VisPeri,StriCal,2,blue
20,17Networks_LH_VisPeri_ExStrSup_1,-18,-64,6,LH,VisPeri,ExStrSup,1,blue
21,17Networks_LH_VisPeri_ExStrSup_2,-2,-84,24,LH,VisPeri,ExStrSup,2,blue
22,17Networks_LH_VisPeri_ExStrSup_3,-12,-72,20,LH,VisPeri,ExStrSup,3,blue
23,17Networks_LH_VisPeri_ExStrSup_4,-16,-88,34,LH,VisPeri,ExStrSup,4,blue
24,17Networks_LH_VisPeri_ExStrSup_5,-12,-82,36,LH,VisPeri,ExStrSup,5,blue
223,17Networks_RH_VisPeri_ExStrSup_4,16,-86,36,RH,VisPeri,ExStrSup,4,blue
13,17Networks_LH_VisPeri_ExStrInf_1,-24,-54,-8,LH,VisPeri,ExStrInf,1,blue
222,17Networks_RH_VisPeri_ExStrSup_3,14,-78,34,RH,VisPeri,ExStrSup,3,blue
